language,exercise,topic
bash,reverse-string,strings
bash,two-fer,control_flow_conditionals
bash,two-fer,stdout
bash,two-fer,strings
bash,two-fer,text_formatting
bash,grains,control_flow_conditionals
bash,grains,input_validation
bash,scrabble-score,games
bash,scrabble-score,integers
bash,armstrong-numbers,integers
bash,armstrong-numbers,math
bash,difference-of-squares,control_flow_conditionals
bash,difference-of-squares,control_flow_loops
bash,difference-of-squares,math
bash,error-handling,error_handling
bash,error-handling,input_validation
bash,error-handling,stdout
bash,error-handling,strings
bash,hamming,control_flow_loops
bash,hamming,string_comparison
bash,leap,boolean_logic
bash,leap,control_flow_conditionals
bash,leap,input_validation
bash,pangram,string_transformation
bash,pangram,strings
bash,raindrops,control_flow_conditionals
bash,raindrops,input_validation
bash,raindrops,strings
bash,rna-transcription,associative_arrays
bash,rna-transcription,control_flow_loops
bash,rna-transcription,error_handling
bash,acronym,input_validation
bash,acronym,string_transformation
bash,acronym,strings
bash,anagram,control_flow_conditionals
bash,anagram,control_flow_loops
bash,anagram,stdout
bash,anagram,string_transformation
bash,anagram,strings
bash,bob,control_flow_conditionals
bash,bob,stdout
bash,bob,strings
bash,collatz-conjecture,control_flow_conditionals
bash,collatz-conjecture,input_validation
bash,collatz-conjecture,integers
bash,collatz-conjecture,math
bash,nucleotide-count,control_flow_loops
bash,nucleotide-count,error_handling
bash,nucleotide-count,string_comparison
bash,phone-number,control_flow_conditionals
bash,phone-number,error_handling
bash,phone-number,string_comparison
bash,phone-number,string_transformation
bash,triangle,boolean_logic
bash,triangle,error_handling
bash,triangle,input_validation
bash,triangle,number_comparison
bash,word-count,control_flow_loops
bash,word-count,string_comparison
bash,word-count,strings
bash,gigasecond,dates
bash,luhn,algorithms
bash,luhn,control_flow_conditionals
bash,luhn,integers
bash,atbash-cipher,cryptography
bash,atbash-cipher,pattern_matching
bash,atbash-cipher,strings
bash,roman-numerals,integers
bash,roman-numerals,logic
bash,roman-numerals,loops
bash,roman-numerals,strings
bash,affine-cipher,cryptography
bash,affine-cipher,math
bash,affine-cipher,strings
bash,isogram,strings
bash,isogram,regexp
bash,diamond,loops
bash,diamond,strings
bash,diamond,string_transformation
bash,isbn-verifier,algorithms
bash,isbn-verifier,integers
bash,isbn-verifier,string_transformation
powershell,hello-world,strings
powershell,reverse-string,strings
powershell,leap,control_flow_if_else_statements
powershell,leap,integers
powershell,bob,control_flow_if_else_statements
powershell,bob,strings
powershell,sum-of-multiples,arrays
powershell,sum-of-multiples,math
powershell,sum-of-multiples,transforming
powershell,raindrops,filtering
powershell,raindrops,strings
powershell,two-fer,optional_values
powershell,two-fer,strings
powershell,nucleotide-count,dictionaries
powershell,nucleotide-count,strings
powershell,hamming,filtering
powershell,hamming,strings
r,hello-world,optional_values
r,hello-world,text_formatting
r,leap,booleans
r,leap,integers
r,leap,logic
r,hamming,filtering
r,hamming,strings
r,rna-transcription,strings
r,rna-transcription,transforming
r,difference-of-squares,integers
r,difference-of-squares,math
r,raindrops,filtering
r,raindrops,text_formatting
r,grains,integers
r,bob,control_flow_conditionals
r,bob,strings
r,anagram,filtering
r,anagram,strings
r,space-age,floating_point_numbers
r,sum-of-multiples,lists
r,sum-of-multiples,math
r,word-count,strings
r,word-count,transforming
r,phone-number,parsing
r,phone-number,transforming
r,rotational-cipher,strings
r,scrabble-score,strings
r,scrabble-score,transforming
r,isogram,filtering
r,isogram,strings
r,beer-song,control_flow_conditionals
r,beer-song,text_formatting
r,perfect-numbers,control_flow_conditionals
r,perfect-numbers,integers
r,perfect-numbers,math
r,prime-factors,integers
r,prime-factors,math
r,sieve,filtering
r,sieve,math
r,largest-series-product,integers
r,largest-series-product,math
r,largest-series-product,strings
r,largest-series-product,transforming
r,luhn,algorithms
r,luhn,strings
r,luhn,transforming
r,secret-handshake,bitwise__operations
r,secret-handshake,control_flow_conditionals
r,pascals-triangle,control_flow_conditionals
r,pascals-triangle,math
r,tournament,parsing
r,tournament,text_formatting
r,nucleotide-count,lists
r,nucleotide-count,transforming
r,pangram,regular_expressions
r,pangram,strings
r,triangle,classes
r,collatz-conjecture,control_flow_conditionals
r,collatz-conjecture,math
r,collatz-conjecture,recursion
r,allergies,control_flow_conditionals
r,allergies,filtering
r,allergies,lists
r,crypto-square,regular_expressions
r,crypto-square,strings
r,crypto-square,text_formatting
r,crypto-square,transforming
r,diamond,control_flow_loops
r,diamond,text_formatting
r,acronym,strings
r,acronym,filtering
c,hello-world,strings
c,isogram,arrays
c,isogram,control_flow_if_else_statements
c,isogram,control_flow_loops
c,isogram,strings
c,acronym,control_flow_loops
c,acronym,memory_management
c,acronym,strings
c,word-count,filtering
c,word-count,memory_management
c,word-count,strings
c,word-count,structs
c,pangram,control_flow_if_else_statements
c,pangram,control_flow_loops
c,pangram,strings
c,gigasecond,dates
c,space-age,functions
c,meetup,control_flow_if_statements
c,meetup,preprocessor_x_macros_in_test
c,meetup,strings
c,meetup,structs
c,meetup,time_functions
c,hamming,arrays
c,hamming,control_flow_loops
c,hamming,strings
c,rna-transcription,control_flow_case_statements
c,rna-transcription,control_flow_loops
c,rna-transcription,strings
c,nucleotide-count,control_flow_loops_switch_if_statements
c,nucleotide-count,memory_management
c,nucleotide-count,strings
c,nucleotide-count,text_formatting
c,grains,bitwise_operations
c,grains,control_flow_loops
c,grains,performance_optimizations
c,leap,control_flow_if_else_statements
c,leap,logic
c,beer-song,control_flow_if_else_statements
c,beer-song,control_flow_loops
c,beer-song,strings
c,raindrops,control_flow_if_else_statements
c,raindrops,strings
c,bob,control_flow_if_else_statements
c,bob,strings
c,difference-of-squares,control_flow_loops
c,difference-of-squares,math
c,sum-of-multiples,control_flow_case_statements
c,sum-of-multiples,control_flow_loops
c,sum-of-multiples,math
c,binary-search,arrays
c,binary-search,control_flow_if_else_statements
c,binary-search,control_flow_loops
c,binary-search,searching
c,anagram,filtering
c,anagram,strings
c,anagram,structs
c,roman-numerals,arrays
c,roman-numerals,control_flow_loops
c,roman-numerals,memory_management
c,roman-numerals,strings
c,roman-numerals,structs
c,allergies,control_flow_if_statements
c,allergies,control_flow_loops
c,allergies,memory_management
c,allergies,structs
c,atbash-cipher,control_flow_if_else_statements
c,atbash-cipher,control_flow_loops
c,atbash-cipher,strings
c,series,control_flow_if_statements
c,series,memory_management
c,series,strings
c,series,text_formatting
c,react,functions
c,react,memory_management
c,phone-number,control_flow_if_else_statements
c,phone-number,control_flow_loops
c,phone-number,memory_management
c,phone-number,strings
c,clock,control_flow_if_statements
c,clock,preprocessor_x_macros_in_test
c,clock,strings
c,clock,text_formatting
c,sieve,control_flow_if_statements
c,sieve,math
c,sieve,memory_management
c,nth-prime,control_flow_if_else_statements
c,nth-prime,control_flow_loops
c,nth-prime,math
c,nth-prime,performance_optimizations
c,robot-simulator,control_flow_if_statements
c,robot-simulator,pointers
c,robot-simulator,strings
c,robot-simulator,structs
c,robot-simulator,variable_argument_lists
c,pascals-triangle,control_flow_if_else_statements
c,pascals-triangle,math
c,pascals-triangle,memory_management
c,triangle,booleans
c,triangle,control_flow_if_else_statements
c,triangle,structs
c,perfect-numbers,control_flow_if_else_statements
c,perfect-numbers,math
c,collatz-conjecture,functions
c,collatz-conjecture,math
c,binary,control_flow_if_statements
c,binary,control_flow_loops
c,binary,math
c,all-your-base,arrays
c,all-your-base,control_flow_if_else_statements
c,all-your-base,control_flow_loops
c,all-your-base,math
c,palindrome-products,functions
c,palindrome-products,math
c,palindrome-products,pointers
c,palindrome-products,strings
c,palindrome-products,structs
c,sublist,arrays
c,sublist,control_flow_if_statements
c,sublist,control_flow_loops
c,sublist,pointers
c,sublist,searching
c,largest-series-product,control_flow_loops
c,largest-series-product,math
c,largest-series-product,performance_optimizations
c,largest-series-product,strings
c,scrabble-score,pointers
c,scrabble-score,searching
c,scrabble-score,strings
c,scrabble-score,structs
c,queen-attack,control_flow_if_statements
c,queen-attack,enums
c,queen-attack,functions
c,queen-attack,structs
c,linked-list,functions
c,linked-list,lists
c,linked-list,pointers
c,linked-list,structs
c,complex-numbers,math
c,complex-numbers,performance_optimizations
c,complex-numbers,structs
c,etl,pointers
c,etl,structs
c,prime-factors,algorithms
c,prime-factors,math
c,luhn,algorithms
c,luhn,strings
c,bracket-push,control_flow_if_statements
c,bracket-push,recursion
c,bracket-push,stacks
c,say,algorithms
c,say,control_flow_if_statements
c,say,strings
c,crypto-square,algorithms
c,crypto-square,control_flow_if_statements
c,crypto-square,strings
c,secret-handshake,algorithms
c,secret-handshake,control_flow_if_statements
c,secret-handshake,strings
c,pig-latin,algorithms
c,pig-latin,control_flow_if_statements
c,pig-latin,functions
c,pig-latin,strings
c,minesweeper,arrays
c,minesweeper,control_flow_if_statements
c,minesweeper,strings
c,run-length-encoding,algorithms
c,run-length-encoding,control_flow_if_statements
c,run-length-encoding,strings
c,two-fer,control_flow_if_statements
c,two-fer,strings
c,wordy,algorithms
c,wordy,control_flow_if_statements
c,wordy,functions
c,wordy,strings
c,binary-search-tree,arrays
c,binary-search-tree,control_flow_loops
c,binary-search-tree,recursion
c,binary-search-tree,structs
c,diamond,arrays
c,diamond,control_flow_if_statements
c,diamond,functions
c,diamond,strings
sml,all-your-base,math
sml,nth-prime,math
sml,difference-of-squares,math
sml,perfect-numbers,math
sml,prime-factors,math
sml,collatz-conjecture,math
sml,sum-of-multiples,math
sml,diamond,lists
sml,diamond,strings
sml,diamond,text_formatting
sml,pig-latin,lists
sml,pig-latin,strings
sml,pig-latin,text_formatting
vbnet,binary,math
groovy,hamming,strings
groovy,gigasecond,dates
groovy,raindrops,strings
groovy,rna-transcription,string_manipulation
groovy,difference-of-squares,math
groovy,leap,logical_operators
groovy,two-fer,control_flow_if_else_statements
groovy,two-fer,strings
groovy,nth-prime,math
groovy,robot-name,randomness
groovy,roman-numerals,metaprogramming
groovy,roman-numerals,string_manipulation
groovy,word-count,regular_expressions
groovy,word-count,strings
groovy,phone-number,regular_expressions
groovy,phone-number,string_manipulation
groovy,phone-number,strings
groovy,scrabble-score,strings
groovy,binary-search,algorithms
groovy,binary-search,collections
groovy,binary-search,lists
groovy,binary-search,searching
groovy,double-linked-list,algorithms
groovy,double-linked-list,generics
groovy,double-linked-list,lists
groovy,rotational-cipher,cryptography
groovy,rotational-cipher,integers
groovy,rotational-cipher,strings
groovy,flatten-array,arrays
groovy,flatten-array,lists
groovy,flatten-array,loops
groovy,flatten-array,recursion
groovy,bank-account,concurrency
groovy,bank-account,exception_handling
groovy,bank-account,integers
plsql,difference-of-squares,math
plsql,nth-prime,math
plsql,binary,math
scheme,difference-of-squares,math
cfml,difference-of-squares,math
cfml,sum-of-multiples,math
cfml,largest-series-product,math
cfml,nth-prime,math
elisp,difference-of-squares,math
elisp,binary,math
elisp,perfect-numbers,math
elisp,armstrong-numbers,math
pony,hello-world,methods
pony,hello-world,primitives
pony,difference-of-squares,iterators
pony,difference-of-squares,math
pony,bob,strings
pony,hamming,errors
pony,leap,booleans
pony,anagram,reference_capabilities
pony,anagram,strings
pony,rna-transcription,errors
pony,rna-transcription,iterators
pony,rna-transcription,strings
pony,roman-numerals,errors
pony,roman-numerals,strings
pony,beer-song,match
pony,beer-song,strings
pony,atbash-cipher,iterators
pony,atbash-cipher,strings
pony,pascals-triangle,arrays
pony,pascals-triangle,iterators
pony,pascals-triangle,math
lfe,sum-of-multiples,math
lfe,binary,math
lfe,difference-of-squares,math
lfe,trinary,math
lfe,largest-series-product,math
racket,hello-world,optional_values
racket,hello-world,text_formatting
racket,difference-of-squares,math
racket,perfect-numbers,math
racket,collatz-conjecture,math
racket,meetup,conditionals
racket,meetup,dates
racket,meetup,parsing
racket,meetup,pattern_recognition
racket,meetup,strings
elm,hello-world,strings
elm,bob,conditionals
elm,bob,strings
elm,bob,text_formatting
elm,difference-of-squares,integers
elm,difference-of-squares,math
elm,gigasecond,dates
elm,leap,conditionals
elm,leap,integers
elm,rna-transcription,strings
elm,rna-transcription,transforming
elm,space-age,floating_point_numbers
elm,sum-of-multiples,lists
elm,sum-of-multiples,math
elm,sum-of-multiples,transforming
elm,accumulate,recursion
elm,accumulate,transforming
elm,collatz-conjecture,math
elm,etl,maps
elm,etl,transforming
elm,grade-school,maps
elm,grade-school,sorting
elm,grains,integers
elm,hamming,filtering
elm,hamming,strings
elm,nucleotide-count,maps
elm,nucleotide-count,strings
elm,pangram,booleans
elm,pangram,strings
elm,raindrops,filtering
elm,raindrops,text_formatting
elm,binary-search,algorithms
elm,binary-search,lists
elm,binary-search,recursion
elm,isogram,filtering
elm,isogram,strings
elm,phone-number,parsing
elm,phone-number,transforming
elm,robot-simulator,records
elm,robot-simulator,tuples
elm,scrabble-score,transforming
elm,strain,filtering
elm,strain,sequences
elm,acronym,strings
elm,acronym,transforming
elm,all-your-base,integers
elm,all-your-base,math
elm,all-your-base,transforming
elm,allergies,bitwise_operations
elm,allergies,enumerations
elm,allergies,filtering
elm,anagram,filtering
elm,anagram,strings
elm,largest-series-product,integers
elm,largest-series-product,math
elm,largest-series-product,strings
elm,largest-series-product,transforming
elm,list-ops,lists
elm,list-ops,recursion
elm,pascals-triangle,lists
elm,pascals-triangle,math
elm,pascals-triangle,recursion
elm,series,lists
elm,series,strings
elm,series,transforming
elm,twelve-days,conditionals
elm,twelve-days,strings
elm,twelve-days,text_formatting
elm,word-count,maps
elm,word-count,strings
elm,word-count,transforming
elm,atbash-cipher,algorithms
elm,atbash-cipher,strings
elm,atbash-cipher,transforming
elm,luhn,algorithms
elm,luhn,strings
elm,luhn,transforming
elm,roman-numerals,recursion
elm,roman-numerals,transforming
elm,run-length-encoding,algorithms
elm,run-length-encoding,transforming
elm,transpose,matrices
elm,bracket-push,parsing
elm,bracket-push,stacks
elm,sublist,lists
elm,sublist,recursion
elm,say,strings
elm,say,text_formatting
elm,say,transforming
kotlin,hello-world,strings
kotlin,two-fer,conditionals
kotlin,two-fer,strings
kotlin,leap,control_flow_if_else_statements
kotlin,leap,integers
kotlin,rna-transcription,loops
kotlin,rna-transcription,maps
kotlin,rna-transcription,strings
kotlin,pangram,pattern_matching
kotlin,pangram,regular_expressions
kotlin,pangram,strings
kotlin,hamming,integers
kotlin,hamming,loops
kotlin,hamming,strings
kotlin,gigasecond,dates
kotlin,gigasecond,integers
kotlin,gigasecond,time
kotlin,space-age,conditionals
kotlin,space-age,floating_point_numbers
kotlin,space-age,mathematics
kotlin,acronym,loops
kotlin,acronym,parsing
kotlin,acronym,searching
kotlin,acronym,strings
kotlin,scrabble-score,games
kotlin,scrabble-score,loops
kotlin,scrabble-score,pattern_matching
kotlin,scrabble-score,strings
kotlin,scrabble-score,transforming
kotlin,raindrops,conditionals
kotlin,raindrops,integers
kotlin,raindrops,mathematics
kotlin,raindrops,strings
kotlin,difference-of-squares,integers
kotlin,difference-of-squares,loops
kotlin,difference-of-squares,mathematics
kotlin,secret-handshake,bitwise_operations
kotlin,secret-handshake,conditionals
kotlin,secret-handshake,cryptography
kotlin,secret-handshake,enumerations
kotlin,secret-handshake,integers
kotlin,secret-handshake,loops
kotlin,secret-handshake,mathematics
kotlin,secret-handshake,transforming
kotlin,perfect-numbers,enumerations
kotlin,perfect-numbers,exception_handling
kotlin,perfect-numbers,filtering
kotlin,perfect-numbers,integers
kotlin,perfect-numbers,mathematics
kotlin,sum-of-multiples,arrays
kotlin,sum-of-multiples,conditionals
kotlin,sum-of-multiples,integers
kotlin,sum-of-multiples,loops
kotlin,sum-of-multiples,mathematics
kotlin,luhn,algorithms
kotlin,luhn,booleans
kotlin,luhn,loops
kotlin,luhn,mathematics
kotlin,luhn,strings
kotlin,luhn,type_conversion
kotlin,triangle,conditionals
kotlin,triangle,exception_handling
kotlin,triangle,integers
kotlin,triangle,mathematics
kotlin,triangle,recursion
kotlin,largest-series-product,integers
kotlin,largest-series-product,loops
kotlin,largest-series-product,mathematics
kotlin,largest-series-product,strings
kotlin,largest-series-product,type_conversion
kotlin,grains,integers
kotlin,sieve,algorithms
kotlin,sieve,integers
kotlin,sieve,lists
kotlin,sieve,loops
kotlin,sieve,mathematics
kotlin,collatz-conjecture,conditionals
kotlin,collatz-conjecture,exception_handling
kotlin,collatz-conjecture,integers
kotlin,collatz-conjecture,mathematics
kotlin,collatz-conjecture,recursion
kotlin,atbash-cipher,cryptography
kotlin,atbash-cipher,security
kotlin,atbash-cipher,strings
kotlin,nth-prime,arrays
kotlin,nth-prime,exception_handling
kotlin,nth-prime,integers
kotlin,nth-prime,lists
kotlin,nth-prime,loops
kotlin,saddle-points,arrays
kotlin,saddle-points,conditionals
kotlin,saddle-points,exception_handling
kotlin,saddle-points,integers
kotlin,saddle-points,loops
kotlin,saddle-points,mathematics
kotlin,diamond,arrays
kotlin,diamond,lists
kotlin,diamond,loops
kotlin,diamond,strings
kotlin,diamond,text_formatting
kotlin,isogram,conditionals
kotlin,isogram,loops
kotlin,isogram,parsing
kotlin,isogram,strings
kotlin,flatten-array,stacks
kotlin,flatten-array,strings
kotlin,pig-latin,arrays
kotlin,pig-latin,lists
kotlin,pig-latin,strings
kotlin,pig-latin,transforming
kotlin,phone-number,conditionals
kotlin,phone-number,pattern_matching
kotlin,phone-number,regular_expressions
kotlin,phone-number,strings
kotlin,nucleotide-count,conditionals
kotlin,nucleotide-count,exception_handling
kotlin,nucleotide-count,integers
kotlin,nucleotide-count,maps
kotlin,nucleotide-count,parsing
kotlin,nucleotide-count,searching
kotlin,nucleotide-count,strings
kotlin,word-count,conditionals
kotlin,word-count,integers
kotlin,word-count,loops
kotlin,word-count,maps
kotlin,word-count,strings
kotlin,spiral-matrix,arrays
kotlin,spiral-matrix,integers
kotlin,spiral-matrix,loops
kotlin,spiral-matrix,mathematics
kotlin,spiral-matrix,matrices
kotlin,robot-name,pattern_matching
kotlin,robot-name,randomness
kotlin,robot-name,regular_expressions
kotlin,robot-name,strings
kotlin,robot-name,text_formatting
kotlin,prime-factors,arrays
kotlin,prime-factors,conditionals
kotlin,prime-factors,integers
kotlin,prime-factors,lists
kotlin,prime-factors,loops
kotlin,prime-factors,mathematics
kotlin,allergies,booleans
kotlin,allergies,conditionals
kotlin,allergies,enumerations
kotlin,allergies,integers
kotlin,allergies,lists
kotlin,allergies,loops
kotlin,bob,booleans
kotlin,bob,conditionals
kotlin,bob,strings
kotlin,pascals-triangle,algorithms
kotlin,pascals-triangle,arrays
kotlin,pascals-triangle,exception_handling
kotlin,pascals-triangle,integers
kotlin,pascals-triangle,mathematics
kotlin,pascals-triangle,matrices
kotlin,bracket-push,stacks
kotlin,bracket-push,strings
kotlin,series,conditionals
kotlin,series,lists
kotlin,series,loops
kotlin,series,strings
kotlin,series,type_conversion
kotlin,rotational-cipher,cryptography
kotlin,rotational-cipher,integers
kotlin,rotational-cipher,strings
kotlin,bank-account,concurrency
kotlin,bank-account,exception_handling
kotlin,bank-account,integers
kotlin,roman-numerals,integers
kotlin,roman-numerals,logic
kotlin,roman-numerals,loops
kotlin,roman-numerals,maps
kotlin,roman-numerals,mathematics
kotlin,roman-numerals,strings
kotlin,beer-song,conditionals
kotlin,beer-song,loops
kotlin,beer-song,strings
kotlin,beer-song,text_formatting
kotlin,beer-song,variables
kotlin,etl,lists
kotlin,etl,maps
kotlin,etl,transforming
kotlin,linked-list,algorithms
kotlin,linked-list,generics
kotlin,linked-list,lists
kotlin,grade-school,conditionals
kotlin,grade-school,lists
kotlin,grade-school,maps
kotlin,grade-school,sorting
kotlin,grade-school,strings
kotlin,robot-simulator,classes
kotlin,robot-simulator,enumerations
kotlin,robot-simulator,logic
kotlin,robot-simulator,loops
kotlin,binary-search,arrays
kotlin,binary-search,generics
kotlin,binary-search,recursion
kotlin,binary-search,searching
kotlin,minesweeper,conditionals
kotlin,minesweeper,games
kotlin,minesweeper,integers
kotlin,minesweeper,lists
kotlin,minesweeper,matrices
kotlin,minesweeper,strings
kotlin,all-your-base,arrays
kotlin,all-your-base,conditionals
kotlin,all-your-base,exception_handling
kotlin,all-your-base,integers
kotlin,all-your-base,loops
kotlin,all-your-base,mathematics
kotlin,say,strings
kotlin,say,transforming
kotlin,anagram,arrays
kotlin,anagram,conditionals
kotlin,anagram,equality
kotlin,anagram,lists
kotlin,anagram,loops
kotlin,anagram,strings
kotlin,sublist,enumeration
kotlin,sublist,generics
kotlin,sublist,lists
kotlin,sublist,loops
kotlin,sublist,searching
kotlin,meetup,conditionals
kotlin,meetup,dates
kotlin,meetup,enumerations
kotlin,meetup,loops
kotlin,clock,equality
kotlin,clock,integers
kotlin,clock,logic
kotlin,clock,object_oriented_programming
kotlin,clock,strings
kotlin,clock,time
kotlin,list-ops,filtering
kotlin,list-ops,functional_programming
kotlin,list-ops,generics
kotlin,list-ops,lists
kotlin,list-ops,loops
kotlin,simple-cipher,cryptography
kotlin,simple-cipher,exception_handling
kotlin,simple-cipher,mathematics
kotlin,simple-cipher,randomness
kotlin,simple-cipher,security
kotlin,simple-cipher,strings
kotlin,complex-numbers,floating_point_numbers
kotlin,complex-numbers,mathematics
kotlin,change,algorithms
kotlin,change,exception_handling
kotlin,change,integers
kotlin,change,lists
kotlin,forth,exception_handling
kotlin,forth,lists
kotlin,forth,logic
kotlin,forth,parsing
kotlin,forth,stacks
kotlin,forth,strings
kotlin,react,generics
kotlin,react,higher_order_functions
kotlin,react,nested_classes
kotlin,react,reactive_programming
crystal,difference-of-squares,math
crystal,largest-series-product,math
crystal,sieve,math
crystal,binary,math
crystal,binary-search-tree,algorithms
crystal,binary-search-tree,data_structures
crystal,binary-search-tree,recursion
crystal,binary-search-tree,trees
crystal,pascals-triangle,math
factor,hello-world,stack_effect
factor,hello-world,word_definition
factor,leap,conditionals
factor,leap,logical_operators
factor,leap,quotations
factor,leap,word_definition
factor,two-fer,quotations
factor,two-fer,stack_effect
factor,two-fer,text_formatting
factor,two-fer,word_definition
factor,isogram,stack_effect
factor,isogram,strings
factor,isogram,word_definition
idris,rna-transcription,pattern_matching
idris,rna-transcription,vectors
idris,hello-world,optional_values
idris,hello-world,text_formatting
idris,leap,arithmetic
idris,leap,booleans
idris,leap,integers
idris,hamming,export_modifiers
idris,hamming,vectors
idris,accumulate,functions
idris,accumulate,lists
idris,accumulate,map
purescript,hello-world,maybe
purescript,leap,modulo
purescript,bob,strings
purescript,raindrops,modulo
purescript,hamming,iterating_over_two_lists_at_once
purescript,pangram,chars
purescript,pangram,strings
purescript,scrabble-score,chars
purescript,scrabble-score,strings
purescript,accumulate,pattern_matching
purescript,accumulate,recursion
purescript,accumulate,type_variables
purescript,acronym,chars
purescript,acronym,strings
purescript,triangle,algebraic_data_types
purescript,triangle,type_classes
purescript,word-count,strings
purescript,meetup,dates
purescript,atbash-cipher,strings
purescript,bracket-push,dates
purescript,allergies,bitwise_operations
purescript,allergies,maps
purescript,all-your-base,base_conversion
purescript,all-your-base,math
purescript,binary-search,binary_search
purescript,difference-of-squares,arithmetics
purescript,difference-of-squares,math
purescript,diamond,strings
purescript,crypto-square,matrices
purescript,crypto-square,strings
purescript,isogram,maps
purescript,isogram,strings
purescript,etl,maps
purescript,largest-series-product,math
purescript,largest-series-product,strings
purescript,pascals-triangle,arrays
purescript,pascals-triangle,math
purescript,collatz-conjecture,arithmetics
purescript,collatz-conjecture,math
purescript,collatz-conjecture,maybe
purescript,sum-of-multiples,arithmetics
purescript,sum-of-multiples,arrays
purescript,sum-of-multiples,math
purescript,sum-of-multiples,modulo
purescript,rna-transcription,maybe
purescript,rna-transcription,strings
purescript,phone-number,conditionals
purescript,phone-number,pattern_matching
purescript,phone-number,strings
ceylon,leap,integers
ceylon,hamming,filtering
ceylon,hamming,strings
ceylon,sieve,filtering
ceylon,sieve,math
ceylon,rna-transcription,parsing
ceylon,rna-transcription,strings
ceylon,rna-transcription,transforming
ceylon,anagram,filtering
ceylon,anagram,strings
ceylon,largest-series-product,integers
ceylon,largest-series-product,math
ceylon,largest-series-product,strings
ceylon,largest-series-product,transforming
ceylon,bracket-push,parsing
ceylon,bracket-push,stacks
ceylon,bracket-push,strings
ceylon,react,callable
ceylon,react,classes
ceylon,react,generics
ceylon,react,member_classes
ceylon,react,reactive_programming
mips,binary,math
mips,octal,math
mips,trinary,math
mips,hexadecimal,math
mips,difference-of-squares,math
mips,nth-prime,math
delphi,hello-world,text_formatting
delphi,two-fer,optional_values
delphi,two-fer,text_formatting
delphi,reverse-string,strings
delphi,bob,control_flow_if_else_statements
delphi,bob,strings
delphi,leap,integers
delphi,space-age,_bit_integers
delphi,space-age,floating_point_numbers
delphi,difference-of-squares,control_flow_loops
delphi,difference-of-squares,integers
delphi,difference-of-squares,math
delphi,isbn-verifier,conditionals
delphi,isbn-verifier,loops
delphi,isbn-verifier,pattern_matching
delphi,isbn-verifier,strings
delphi,rna-transcription,strings
delphi,rna-transcription,transforming
delphi,raindrops,filtering
delphi,raindrops,text_formatting
delphi,hamming,filtering
delphi,hamming,strings
delphi,bank-account,classes
delphi,nucleotide-count,dictionaries
delphi,nucleotide-count,strings
delphi,etl,dictionaries
delphi,etl,lists
delphi,etl,transforming
delphi,grains,integers
delphi,grains,recursion
delphi,pangram,strings
delphi,grade-school,lists
delphi,grade-school,sorting
delphi,collatz-conjecture,algorithms
delphi,collatz-conjecture,looping
delphi,collatz-conjecture,math
delphi,collatz-conjecture,raising_exceptions
delphi,armstrong-numbers,algorithms
delphi,armstrong-numbers,math
delphi,beer-song,algorithms
delphi,beer-song,text_formatting
delphi,isogram,filtering
delphi,isogram,strings
delphi,phone-number,parsing
delphi,phone-number,transforming
delphi,proverb,algorithms
delphi,proverb,strings
delphi,secret-handshake,arrays
delphi,secret-handshake,bitwise_operations
delphi,perfect-numbers,integers
delphi,perfect-numbers,math
delphi,binary-search,arrays
delphi,binary-search,recursion
delphi,binary-search,searching
delphi,clock,structural_equality
delphi,clock,time
delphi,triangle,enumerations
delphi,triangle,integers
delphi,allergies,bitwise_operations
delphi,allergies,filtering
delphi,saddle-points,arrays
delphi,saddle-points,matrices
delphi,saddle-points,tuples
delphi,anagram,filtering
delphi,anagram,strings
delphi,word-count,dictionaries
delphi,word-count,strings
delphi,word-count,transforming
delphi,circular-buffer,classes
delphi,circular-buffer,queues
delphi,minesweeper,parsing
delphi,minesweeper,transforming
delphi,bracket-push,parsing
delphi,bracket-push,strings
delphi,roman-numerals,control_flow_loops
delphi,roman-numerals,record_helpers
delphi,bowling,algorithms
delphi,bowling,control_flow_loops
delphi,pig-latin,strings
delphi,pig-latin,transforming
delphi,book-store,arrays
delphi,book-store,classes
delphi,book-store,control_flow_loops
delphi,book-store,sequences
delphi,wordy,parsing
delphi,wordy,strings
delphi,wordy,transforming
delphi,poker,games
delphi,poker,parsing
delphi,poker,sorting
prolog,complex-numbers,math
prolog,sum-of-multiples,math
prolog,binary,math
prolog,pascals-triangle,math
julia,hello-world,strings
julia,leap,arithmetics
julia,leap,control_flow_conditionals
julia,leap,integers
julia,nucleotide-count,chars
julia,nucleotide-count,control_flow_loops
julia,nucleotide-count,strings
julia,hamming,exceptions
julia,hamming,generators
julia,hamming,strings
julia,rna-transcription,exception_handling
julia,rna-transcription,filtering
julia,rna-transcription,pattern_matching
julia,rna-transcription,strings
julia,bob,control_flow_if_else_statements
julia,bob,strings
julia,bob,unicode
julia,run-length-encoding,algorithms
julia,run-length-encoding,strings
julia,run-length-encoding,text_formatting
julia,pangram,arrays
julia,pangram,filtering
julia,pangram,strings
julia,anagram,arrays
julia,anagram,control_flow_loops
julia,anagram,filtering
julia,anagram,sorting
julia,anagram,strings
julia,rotational-cipher,metaprogramming
julia,rotational-cipher,string_literals
julia,rotational-cipher,strings
julia,atbash-cipher,control_flow_conditionals
julia,atbash-cipher,control_flow_loops
julia,atbash-cipher,strings
julia,difference-of-squares,generators
julia,difference-of-squares,math
julia,pascals-triangle,control_flow_conditionals
