exercise,language,topic
secret-handshake,go,integers
house,go,recursion
house,go,strings
house,go,text_formatting
pascals-triangle,go,algorithms
pascals-triangle,go,arrays
pascals-triangle,go,math
pascals-triangle,go,recursion
series,go,arrays
series,go,refactoring
series,go,strings
queen-attack,go,booleans
queen-attack,go,errors
queen-attack,go,games
queen-attack,go,logic
etl,go,loops
etl,go,maps
etl,go,transforming
sum-of-multiples,go,loops
sum-of-multiples,go,math
pythagorean-triplet,go,algorithms
pythagorean-triplet,go,math
pangram,go,loops
pangram,go,strings
crypto-square,go,cryptography
crypto-square,go,filtering
crypto-square,go,strings
crypto-square,go,text_formatting
crypto-square,go,transforming
food-chain,go,conditionals
food-chain,go,loops
food-chain,go,recursion
food-chain,go,strings
food-chain,go,text_formatting
largest-series-product,go,algorithms
largest-series-product,go,integers
largest-series-product,go,math
largest-series-product,go,sequences
sieve,go,algorithms
sieve,go,integers
sieve,go,loops
sieve,go,math
sieve,go,sorting
palindrome-products,go,algorithms
palindrome-products,go,math
scale-generator,go,pattern_matching
scale-generator,go,strings
protein-translation,go,filtering
protein-translation,go,maps
protein-translation,go,sequences
perfect-numbers,go,algorithms
perfect-numbers,go,filtering
perfect-numbers,go,integers
perfect-numbers,go,math
bracket-push,go,parsing
bracket-push,go,strings
anagram,go,filtering
anagram,go,parsing
anagram,go,sorting
anagram,go,strings
word-count,go,sorting
word-count,go,strings
allergies,go,bitwise_operations
allergies,go,enumeration
rail-fence-cipher,go,algorithms
rail-fence-cipher,go,cryptography
rail-fence-cipher,go,loops
rail-fence-cipher,go,sorting
rail-fence-cipher,go,strings
rail-fence-cipher,go,text_formatting
rail-fence-cipher,go,transforming
rna-transcription,go,maps
rna-transcription,go,transforming
roman-numerals,go,numbers
roman-numerals,go,transforming
say,go,numbers
say,go,strings
say,go,text_formatting
say,go,transforming
circular-buffer,go,queues
circular-buffer,go,structs
diamond,go,algorithms
diamond,go,conditionals
diamond,go,loops
diamond,go,strings
diamond,go,text_formatting
react,go,callbacks
react,go,interfaces
react,go,reactive_programming
custom-set,go,filtering
custom-set,go,loops
custom-set,go,sets
atbash-cipher,go,algorithms
atbash-cipher,go,cryptography
atbash-cipher,go,strings
atbash-cipher,go,transforming
phone-number,go,conditionals
phone-number,go,regular_expressions
phone-number,go,strings
phone-number,go,text_formatting
phone-number,go,transforming
strain,go,arrays
strain,go,filtering
strain,go,loops
pig-latin,go,conditionals
pig-latin,go,strings
pig-latin,go,transforming
prime-factors,go,algorithms
prime-factors,go,integers
prime-factors,go,math
armstrong-numbers,go,algorithms
armstrong-numbers,go,integers
armstrong-numbers,go,math
transpose,go,loops
transpose,go,strings
transpose,go,transforming
nth-prime,go,algorithms
nth-prime,go,integers
nth-prime,go,math
diffie-hellman,go,algorithms
diffie-hellman,go,cryptography
diffie-hellman,go,integers
diffie-hellman,go,math
diffie-hellman,go,transforming
beer-song,go,loops
beer-song,go,strings
beer-song,go,text_formatting
ocr-numbers,go,parsing
ocr-numbers,go,pattern_recognition
wordy,go,conditionals
wordy,go,integers
wordy,go,parsing
wordy,go,strings
wordy,go,type_conversion
nucleotide-count,go,maps
nucleotide-count,go,parsing
nucleotide-count,go,strings
grade-school,go,lists
grade-school,go,sorting
grade-school,go,structs
saddle-points,go,arrays
saddle-points,go,integers
saddle-points,go,matrices
saddle-points,go,searching
meetup,go,dates
meetup,go,time
meetup,go,transforming
meetup,go,type_conversion
simple-linked-list,go,arrays
simple-linked-list,go,loops
linked-list,go,data_structure
linked-list,go,pointer
binary-search,go,algorithms
binary-search,go,arrays
binary-search,go,searching
binary-search,go,sorting
binary-search-tree,go,algorithms
binary-search-tree,go,recursion
binary-search-tree,go,searching
binary-search-tree,go,sorting
binary-search-tree,go,structs
binary-search-tree,go,trees
kindergarten-garden,go,parsing
kindergarten-garden,go,records
kindergarten-garden,go,searching
kindergarten-garden,go,strings
kindergarten-garden,go,structs
simple-cipher,go,algorithms
simple-cipher,go,cryptography
simple-cipher,go,interfaces
simple-cipher,go,strings
simple-cipher,go,transforming
pov,go,graphs
pov,go,recursion
pov,go,structs
pov,go,transforming
pov,go,trees
minesweeper,go,arrays
minesweeper,go,games
minesweeper,go,loops
minesweeper,go,matrices
minesweeper,go,transforming
robot-simulator,go,concurrency
robot-simulator,go,loops
robot-simulator,go,sequences
robot-simulator,go,strings
robot-simulator,go,structs
word-search,go,matrices
word-search,go,searching
word-search,go,strings
all-your-base,go,integers
all-your-base,go,math
all-your-base,go,transforming
connect,go,arrays
connect,go,games
connect,go,graphs
connect,go,loops
connect,go,searching
ledger,go,dates
ledger,go,integers
ledger,go,records
ledger,go,refactoring
ledger,go,sorting
ledger,go,strings
ledger,go,text_formatting
markdown,go,refactoring
markdown,go,strings
markdown,go,text_formatting
yacht,go,equality
yacht,go,games
yacht,go,integers
yacht,go,parsing
yacht,go,pattern_matching
yacht,go,sequences
poker,go,equality
poker,go,games
poker,go,parsing
poker,go,pattern_matching
poker,go,sequences
poker,go,strings
variable-length-quantity,go,bitwise_operations
variable-length-quantity,go,integers
variable-length-quantity,go,transforming
forth,go,domain_specific_languages
forth,go,parsing
forth,go,stacks
change,go,algorithms
change,go,arrays
change,go,loops
change,go,searching
bowling,go,algorithms
bowling,go,arrays
bowling,go,conditionals
run-length-encoding,go,parsing
run-length-encoding,go,strings
run-length-encoding,go,transforming
collatz-conjecture,go,conditionals
collatz-conjecture,go,control_flow_loops
collatz-conjecture,go,integers
collatz-conjecture,go,math
spiral-matrix,go,arrays
spiral-matrix,go,loops
spiral-matrix,go,matrices
book-store,go,algorithms
book-store,go,floating_point_numbers
book-store,go,integers
book-store,go,lists
rotational-cipher,go,cryptography
rotational-cipher,go,integers
rotational-cipher,go,strings
proverb,go,arrays
proverb,go,loops
proverb,go,strings
isbn-verifier,go,arrays
zebra-puzzle,go,algorithms
zebra-puzzle,go,arrays
zebra-puzzle,go,searching
dominoes,go,algorithms
dominoes,go,arrays
dominoes,go,searching
alphametics,go,algorithms
alphametics,go,arrays
alphametics,go,searching
two-bucket,go,algorithms
two-bucket,go,conditionals
two-bucket,go,searching
grep,go,algorithms
grep,go,arrays
grep,go,conditionals
grep,go,searching
grep,go,strings
rectangles,go,arrays
rectangles,go,control_flow_conditionals
rectangles,go,control_flow_loops
rectangles,go,matrices
rectangles,go,strings
list-ops,go,functional_programming
list-ops,go,lists
list-ops,go,recursion
list-ops,go,type_conversion
collatz-conjecture,haskell,math
collatz-conjecture,haskell,maybe
collatz-conjecture,haskell,number_theory
rna-transcription,haskell,maybe
sum-of-multiples,haskell,math
sum-of-multiples,haskell,number_theory
difference-of-squares,haskell,math
difference-of-squares,haskell,number_theory
grains,haskell,maybe
grains,haskell,number_theory
perfect-numbers,haskell,math
perfect-numbers,haskell,maybe
perfect-numbers,haskell,number_theory
hamming,haskell,maybe
nucleotide-count,haskell,either
grade-school,haskell,define_type
accumulate,haskell,lazy_evaluation
accumulate,haskell,library_reimplementation
strain,haskell,lazy_evaluation
strain,haskell,library_reimplementation
phone-number,haskell,maybe
beer-song,haskell,refactoring
triangle,haskell,number_theory
kindergarten-garden,haskell,define_type
complex-numbers,haskell,define_type
complex-numbers,haskell,math
complex-numbers,haskell,number_theory
robot-simulator,haskell,define_type
protein-translation,haskell,maybe
simple-linked-list,haskell,define_type
simple-linked-list,haskell,library_reimplementation
list-ops,haskell,accumulator_strictness
list-ops,haskell,library_reimplementation
roman-numerals,haskell,maybe
prime-factors,haskell,math
prime-factors,haskell,number_theory
all-your-base,haskell,either
all-your-base,haskell,math
largest-series-product,haskell,either
largest-series-product,haskell,math
clock,haskell,define_type
clock,haskell,instance_num
matrix,haskell,define_type
house,haskell,refactoring
pascals-triangle,haskell,math
pascals-triangle,haskell,number_theory
pythagorean-triplet,haskell,math
pythagorean-triplet,haskell,number_theory
sieve,haskell,math
sieve,haskell,number_theory
bracket-push,haskell,stack
nth-prime,haskell,math
nth-prime,haskell,maybe
nth-prime,haskell,number_theory
binary-search-tree,haskell,define_type
binary-search-tree,haskell,maybe
queen-attack,haskell,maybe
food-chain,haskell,refactoring
custom-set,haskell,define_type
custom-set,haskell,library_reimplementation
simple-cipher,haskell,io_monad
simple-cipher,haskell,mutable_state
simple-cipher,haskell,random
palindrome-products,haskell,math
robot-name,haskell,define_type
robot-name,haskell,io_monad
robot-name,haskell,random
say,haskell,maybe
bank-account,haskell,define_type
bank-account,haskell,io_monad
bank-account,haskell,maybe
bank-account,haskell,mutable_state
linked-list,haskell,define_type
linked-list,haskell,io_monad
linked-list,haskell,library_reimplementation
linked-list,haskell,maybe
linked-list,haskell,mutable_state
wordy,haskell,maybe
change,haskell,maybe
alphametics,haskell,maybe
bowling,haskell,either
poker,haskell,maybe
connect,haskell,maybe
dominoes,haskell,maybe
sgf-parsing,haskell,maybe
go-counting,haskell,maybe
zipper,haskell,define_type
zipper,haskell,maybe
forth,haskell,define_type
forth,haskell,either
forth,haskell,stack
pov,haskell,maybe
hello-world,objective-c,optional_values
hello-world,objective-c,text_formatting
two-fer,objective-c,optional_values
two-fer,objective-c,text_formatting
bob,objective-c,control_flow_if_else_statements
bob,objective-c,strings
leap,objective-c,integers
gigasecond,objective-c,dates
difference-of-squares,objective-c,integers
difference-of-squares,objective-c,math
reverse-string,objective-c,strings
sum-of-multiples,objective-c,lists
sum-of-multiples,objective-c,math
sum-of-multiples,objective-c,transforming
space-age,objective-c,discriminated_unions
space-age,objective-c,floating_point_numbers
hamming,objective-c,filtering
hamming,objective-c,strings
nucleotide-count,objective-c,maps
nucleotide-count,objective-c,strings
raindrops,objective-c,filtering
raindrops,objective-c,text_formatting
grade-school,objective-c,maps
grade-school,objective-c,sorting
etl,objective-c,maps
etl,objective-c,transforming
isogram,objective-c,filtering
isogram,objective-c,strings
flatten-array,objective-c,lists
flatten-array,objective-c,looping
flatten-array,objective-c,searching
prime-factors,objective-c,integers
prime-factors,objective-c,looping
prime-factors,objective-c,math
sublist,objective-c,lists
sublist,objective-c,looping
clock,objective-c,structural_equality
clock,objective-c,time
triangle,objective-c,discriminated_unions
triangle,objective-c,integers
robot-name,objective-c,randomness
robot-name,objective-c,strings
scrabble-score,objective-c,transforming
phone-number,objective-c,parsing
phone-number,objective-c,transforming
perfect-numbers,objective-c,discriminated_unions
perfect-numbers,objective-c,integers
perfect-numbers,objective-c,math
secret-handshake,objective-c,bitwise_operations
secret-handshake,objective-c,lists
atbash-cipher,objective-c,maps
atbash-cipher,objective-c,strings
atbash-cipher,objective-c,transforming
sieve,objective-c,filtering
sieve,objective-c,math
collatz-conjecture,objective-c,integers
collatz-conjecture,objective-c,math
series,objective-c,integers
series,objective-c,lists
series,objective-c,looping
strain,objective-c,filtering
strain,objective-c,sequences
beer-song,objective-c,conditionals
beer-song,objective-c,looping
beer-song,objective-c,strings
word-count,objective-c,maps
word-count,objective-c,strings
word-count,objective-c,transforming
allergies,objective-c,bitwise_operations
allergies,objective-c,enumerations
allergies,objective-c,filtering
meetup,objective-c,dates
anagram,objective-c,filtering
anagram,objective-c,strings
acronym,objective-c,strings
acronym,objective-c,transforming
all-your-base,objective-c,integers
all-your-base,objective-c,math
all-your-base,objective-c,transforming
largest-series-product,objective-c,integers
largest-series-product,objective-c,math
largest-series-product,objective-c,strings
largest-series-product,objective-c,transforming
pangram,objective-c,searching
pangram,objective-c,strings
pangram,objective-c,transforming
transpose,objective-c,strings
transpose,objective-c,transforming
binary-search,objective-c,integers
binary-search,objective-c,recursion
binary-search,objective-c,searching
crypto-square,objective-c,looping
crypto-square,objective-c,strings
crypto-square,objective-c,transforming
pascals-triangle,objective-c,lists
pascals-triangle,objective-c,math
pascals-triangle,objective-c,recursion
say,objective-c,loops
say,objective-c,parsing
say,objective-c,text_formatting
say,objective-c,transforming
bracket-push,objective-c,conditionals
bracket-push,objective-c,looping
bracket-push,objective-c,strings
roman-numerals,objective-c,recursion
roman-numerals,objective-c,transforming
run-length-encoding,objective-c,algorithms
run-length-encoding,objective-c,transforming
luhn,objective-c,algorithms
luhn,objective-c,strings
luhn,objective-c,transforming
rna-transcription,objective-c,conditionals
rna-transcription,objective-c,loops
rna-transcription,objective-c,strings
rna-transcription,objective-c,transforming
grains,objective-c,integers
nth-prime,objective-c,integers
nth-prime,objective-c,loops
nth-prime,objective-c,math
hello-world,ocaml,setting_up_ocaml_dev_environment
hello-world,ocaml,strings
leap,ocaml,booleans
leap,ocaml,integers
hamming,ocaml,iterating_over_two_lists_at_once
difference-of-squares,ocaml,math
rna-transcription,ocaml,transforming
nucleotide-count,ocaml,counting
etl,ocaml,transforming
grade-school,ocaml,transforming
bob,ocaml,strings
anagram,ocaml,strings
space-age,ocaml,floats
pangram,ocaml,strings
acronym,ocaml,strings
all-your-base,ocaml,math
bracket-push,ocaml,stacks
binary-search,ocaml,algorithms
binary-search,ocaml,arrays
binary-search,ocaml,search
phone-number,ocaml,strings
word-count,ocaml,counting
word-count,ocaml,strings
beer-song,ocaml,strings
run-length-encoding,ocaml,algorithms
run-length-encoding,ocaml,transforming
roman-numerals,ocaml,strings
prime-factors,ocaml,algorithms
prime-factors,ocaml,math
say,ocaml,strings
palindrome-products,ocaml,math
robot-name,ocaml,mutable_state
robot-name,ocaml,randomness
change,ocaml,algorithms
change,ocaml,dynamic_programming
rectangles,ocaml,search
list-ops,ocaml,functional_programming
atbash-cipher,ocaml,transforming
minesweeper,ocaml,arrays
minesweeper,ocaml,transforming
bowling,ocaml,algorithms
dominoes,ocaml,algorithms
dominoes,ocaml,search
custom-set,ocaml,functional_programming
connect,ocaml,search
meetup,ocaml,dates
forth,ocaml,interpreters
zipper,ocaml,functional_programming
react,ocaml,reactive_programming
hangman,ocaml,reactive_programming
difference-of-squares,perl5,math
prime-factors,perl5,math
trinary,perl5,math
largest-series-product,perl5,math
hexadecimal,perl5,math
pascals-triangle,perl5,math
palindrome-products,perl5,math
sum-of-multiples,perl5,math
sieve,perl5,math
pythagorean-triplet,perl5,math
all-your-base,perl5,math
hello-world,python,conditionals
hello-world,python,optional_values
hello-world,python,text_formatting
leap,python,booleans
leap,python,conditionals
leap,python,logic
reverse-string,python,strings
isogram,python,algorithms
isogram,python,conditionals
isogram,python,loops
isogram,python,strings
pangram,python,algorithms
pangram,python,conditionals
pangram,python,filtering
pangram,python,logic
pangram,python,loops
pangram,python,strings
rna-transcription,python,conditionals
rna-transcription,python,logic
rna-transcription,python,loops
rna-transcription,python,maps
rna-transcription,python,strings
rna-transcription,python,transforming
isbn-verifier,python,conditionals
isbn-verifier,python,integers
isbn-verifier,python,parsing
isbn-verifier,python,strings
isbn-verifier,python,type_conversion
hamming,python,algorithms
hamming,python,conditionals
hamming,python,filtering
hamming,python,logic
hamming,python,loops
hamming,python,sequences
hamming,python,sets
hamming,python,strings
word-count,python,algorithms
word-count,python,logic
word-count,python,pattern_recognition
word-count,python,strings
word-count,python,text_formatting
gigasecond,python,dates
gigasecond,python,time
bob,python,conditionals
bob,python,equality
bob,python,strings
yacht,python,conditionals
yacht,python,equality
yacht,python,games
yacht,python,integers
yacht,python,pattern_matching
yacht,python,sequences
run-length-encoding,python,algorithms
run-length-encoding,python,strings
run-length-encoding,python,text_formatting
meetup,python,conditionals
meetup,python,dates
meetup,python,parsing
meetup,python,pattern_recognition
meetup,python,strings
armstrong-numbers,python,algorithms
armstrong-numbers,python,loops
armstrong-numbers,python,math
rotational-cipher,python,logic
rotational-cipher,python,loops
rotational-cipher,python,strings
difference-of-squares,python,math
anagram,python,algorithms
anagram,python,logic
anagram,python,parsing
anagram,python,strings
allergies,python,bitwise_operations
allergies,python,classes
allergies,python,enumerations
series,python,algorithms
series,python,arrays
series,python,conditionals
series,python,loops
robot-simulator,python,algorithms
robot-simulator,python,classes
robot-simulator,python,conditionals
robot-simulator,python,loops
robot-simulator,python,tuples
robot-simulator,python,variables
sieve,python,algorithms
sieve,python,conditionals
sieve,python,lists
sieve,python,loops
sieve,python,math
atbash-cipher,python,algorithms
atbash-cipher,python,conditionals
atbash-cipher,python,loops
atbash-cipher,python,strings
sum-of-multiples,python,integers
sum-of-multiples,python,math
acronym,python,regular_expressions
acronym,python,strings
say,python,loops
say,python,parsing
say,python,text_formatting
say,python,transforming
largest-series-product,python,conditionals
largest-series-product,python,logic
largest-series-product,python,loops
largest-series-product,python,math
kindergarten-garden,python,arrays
kindergarten-garden,python,classes
kindergarten-garden,python,optional_values
kindergarten-garden,python,variables
grade-school,python,conditionals
grade-school,python,filtering
grade-school,python,integers
grade-school,python,lists
grade-school,python,sorting
grade-school,python,strings
flatten-array,python,algorithms
flatten-array,python,lists
flatten-array,python,recursion
flatten-array,python,transforming
roman-numerals,python,conditionals
roman-numerals,python,integers
roman-numerals,python,logic
roman-numerals,python,loops
roman-numerals,python,strings
space-age,python,conditionals
space-age,python,floating_point_numbers
space-age,python,integers
grains,python,bitwise_operations
grains,python,integers
grains,python,type_conversion
luhn,python,algorithms
luhn,python,conditionals
luhn,python,loops
luhn,python,pattern_matching
luhn,python,security
etl,python,loops
etl,python,maps
etl,python,transforming
prime-factors,python,algorithms
prime-factors,python,logic
prime-factors,python,loops
prime-factors,python,math
pig-latin,python,conditionals
pig-latin,python,loops
pig-latin,python,regular_expressions
pig-latin,python,strings
pig-latin,python,text_formatting
simple-cipher,python,cryptography
simple-cipher,python,strings
simple-cipher,python,text_formatting
scrabble-score,python,games
scrabble-score,python,loops
scrabble-score,python,maps
scrabble-score,python,strings
crypto-square,python,strings
crypto-square,python,text_formatting
crypto-square,python,transforming
sublist,python,lists
sublist,python,loops
sublist,python,searching
pythagorean-triplet,python,algorithms
pythagorean-triplet,python,conditionals
pythagorean-triplet,python,enumerations
pythagorean-triplet,python,equality
pythagorean-triplet,python,filtering
pythagorean-triplet,python,lists
pythagorean-triplet,python,logic
pythagorean-triplet,python,loops
pythagorean-triplet,python,math
pythagorean-triplet,python,searching
pythagorean-triplet,python,sets
pythagorean-triplet,python,tuples
pythagorean-triplet,python,variables
circular-buffer,python,algorithms
circular-buffer,python,classes
circular-buffer,python,conditionals
circular-buffer,python,exception_handling
circular-buffer,python,queues
robot-name,python,pattern_matching
robot-name,python,randomness
robot-name,python,regular_expressions
robot-name,python,strings
robot-name,python,text_formatting
matrix,python,integers
matrix,python,loops
matrix,python,matrices
matrix,python,type_conversion
rail-fence-cipher,python,algorithms
rail-fence-cipher,python,cryptography
rail-fence-cipher,python,lists
rail-fence-cipher,python,text_formatting
nth-prime,python,algorithms
nth-prime,python,lists
nth-prime,python,loops
nth-prime,python,math
saddle-points,python,algorithms
saddle-points,python,conditionals
saddle-points,python,lists
saddle-points,python,loops
saddle-points,python,matrices
saddle-points,python,sets
beer-song,python,conditionals
beer-song,python,loops
beer-song,python,strings
perfect-numbers,python,algorithms
perfect-numbers,python,logic
perfect-numbers,python,loops
perfect-numbers,python,math
secret-handshake,python,bitwise_operations
secret-handshake,python,conditionals
secret-handshake,python,integers
secret-handshake,python,lists
secret-handshake,python,logic
secret-handshake,python,loops
secret-handshake,python,transforming
twelve-days,python,lists
twelve-days,python,strings
twelve-days,python,text_formatting
palindrome-products,python,loops
palindrome-products,python,math
bracket-push,python,parsing
bracket-push,python,recursion
bracket-push,python,stacks
bracket-push,python,strings
minesweeper,python,games
minesweeper,python,lists
minesweeper,python,loops
minesweeper,python,parsing
minesweeper,python,transforming
queen-attack,python,arrays
queen-attack,python,exception_handling
queen-attack,python,games
queen-attack,python,logic
queen-attack,python,matrices
wordy,python,logic
wordy,python,parsing
wordy,python,pattern_matching
wordy,python,regular_expressions
wordy,python,transforming
wordy,python,type_conversion
phone-number,python,conditionals
phone-number,python,pattern_matching
phone-number,python,regular_expressions
phone-number,python,strings
ocr-numbers,python,lists
ocr-numbers,python,parsing
ocr-numbers,python,pattern_recognition
house,python,pattern_recognition
house,python,recursion
house,python,strings
house,python,text_formatting
triangle,python,classes
triangle,python,conditionals
triangle,python,object_oriented_programming
triangle,python,pattern_matching
dot-dsl,python,classes
dot-dsl,python,domain_specific_languages
dot-dsl,python,equality
dot-dsl,python,graphs
dot-dsl,python,lists
dot-dsl,python,object_oriented_programming
dot-dsl,python,test_driven_development
dot-dsl,python,transforming
transpose,python,algorithms
transpose,python,strings
transpose,python,transforming
tree-building,python,maps
tree-building,python,records
tree-building,python,refactoring
tree-building,python,sorting
tree-building,python,trees
poker,python,conditionals
poker,python,lists
poker,python,loops
poker,python,parsing
zebra-puzzle,python,logic
rectangles,python,algorithms
rectangles,python,logic
rectangles,python,pattern_recognition
binary-search,python,algorithms
binary-search,python,conditionals
binary-search,python,lists
binary-search,python,loops
binary-search,python,searching
list-ops,python,callbacks
list-ops,python,conditionals
list-ops,python,filtering
list-ops,python,functional_programming
list-ops,python,lists
list-ops,python,loops
list-ops,python,searching
list-ops,python,variables
book-store,python,lists
book-store,python,loops
book-store,python,recursion
simple-linked-list,python,algorithms
simple-linked-list,python,conditionals
simple-linked-list,python,lists
linked-list,python,algorithms
linked-list,python,conditionals
linked-list,python,lists
rational-numbers,python,classes
rational-numbers,python,equality
rational-numbers,python,floating_point_numbers
rational-numbers,python,math
diamond,python,lists
diamond,python,loops
diamond,python,strings
variable-length-quantity,python,algorithms
variable-length-quantity,python,bitwise_operations
variable-length-quantity,python,transforming
all-your-base,python,integers
all-your-base,python,math
all-your-base,python,transforming
clock,python,classes
clock,python,logic
clock,python,text_formatting
clock,python,time
grep,python,files
grep,python,searching
grep,python,text_formatting
bowling,python,classes
bowling,python,exception_handling
bowling,python,logic
word-search,python,searching
word-search,python,strings
alphametics,python,conditionals
alphametics,python,logic
tournament,python,conditionals
tournament,python,loops
tournament,python,maps
tournament,python,parsing
scale-generator,python,pattern_matching
scale-generator,python,strings
protein-translation,python,pattern_matching
protein-translation,python,strings
change,python,algorithms
change,python,arrays
change,python,loops
two-fer,python,conditionals
two-fer,python,optional_values
two-fer,python,text_formatting
connect,python,parsing
connect,python,transforming
collatz-conjecture,python,loops
collatz-conjecture,python,math
go-counting,python,classes
go-counting,python,control_flow
go-counting,python,parsing
go-counting,python,tuples
complex-numbers,python,equality
complex-numbers,python,math
complex-numbers,python,tuples
diffie-hellman,python,algorithms
diffie-hellman,python,math
two-bucket,python,algorithms
two-bucket,python,conditionals
two-bucket,python,control_flow
two-bucket,python,loops
markdown,python,refactoring
markdown,python,text_formatting
forth,python,parsing
forth,python,stacks
food-chain,python,algorithms
food-chain,python,conditionals
food-chain,python,loops
zipper,python,recursion
zipper,python,searching
zipper,python,trees
error-handling,python,exception_handling
dominoes,python,lists
dominoes,python,tuples
pov,python,graphs
pov,python,recursion
pov,python,searching
pov,python,trees
react,python,callbacks
react,python,events
react,python,reactive_programming
binary-search-tree,python,classes
binary-search-tree,python,object_oriented_programming
binary-search-tree,python,recursion
binary-search-tree,python,searching
binary-search-tree,python,trees
custom-set,python,sets
spiral-matrix,python,algorithms
spiral-matrix,python,control_flow
spiral-matrix,python,lists
sgf-parsing,python,parsing
sgf-parsing,python,trees
bank-account,python,classes
bank-account,python,concurrency
bank-account,python,conditionals
ledger,python,globalization
ledger,python,refactoring
ledger,python,strings
rest-api,python,parsing
rest-api,python,strings
hello-world,scala,strings
sum-of-multiples,scala,filtering
sum-of-multiples,scala,math
sum-of-multiples,scala,sets
leap,scala,integers
bob,scala,control_flow_if_else_statements
bob,scala,pattern_matching
bob,scala,strings
space-age,scala,dates
space-age,scala,domain_specific_languages
space-age,scala,enumerations
grade-school,scala,maps
grade-school,scala,sequences
grade-school,scala,sorting
accumulate,scala,generics
accumulate,scala,lists
accumulate,scala,transforming
flatten-array,scala,lists
flatten-array,scala,pattern_matching
flatten-array,scala,recursion
collatz-conjecture,scala,math
collatz-conjecture,scala,recursion
armstrong-numbers,scala,integers
armstrong-numbers,scala,math
hamming,scala,filtering
hamming,scala,optional_values
hamming,scala,strings
etl,scala,lists
etl,scala,maps
etl,scala,sequences
etl,scala,strings
etl,scala,transforming
perfect-numbers,scala,discriminated_unions
perfect-numbers,scala,enumerations
perfect-numbers,scala,integers
perfect-numbers,scala,math
secret-handshake,scala,bitwise_operations
secret-handshake,scala,lists
secret-handshake,scala,strings
robot-simulator,scala,enumerations
robot-simulator,scala,tuples
matrix,scala,matrices
matrix,scala,parsing
matrix,scala,strings
matrix,scala,vectors
book-store,scala,recursion
gigasecond,scala,dates
gigasecond,scala,function_overloading
gigasecond,scala,time
difference-of-squares,scala,integers
difference-of-squares,scala,math
pangram,scala,strings
raindrops,scala,logic
raindrops,scala,strings
raindrops,scala,transforming
phone-number,scala,optional_values
phone-number,scala,parsing
phone-number,scala,strings
phone-number,scala,transforming
strain,scala,filtering
strain,scala,generics
strain,scala,sequences
robot-name,scala,randomness
robot-name,scala,strings
grains,scala,optional_values
scrabble-score,scala,strings
scrabble-score,scala,transforming
rna-transcription,scala,optional_values
rna-transcription,scala,strings
rna-transcription,scala,transforming
binary-search,scala,arrays
binary-search,scala,optional_values
binary-search,scala,searching
sieve,scala,filtering
sieve,scala,lists
sieve,scala,math
isogram,scala,filtering
isogram,scala,strings
clock,scala,structural_equality
clock,scala,time
protein-translation,scala,sequences
protein-translation,scala,strings
protein-translation,scala,transforming
beer-song,scala,algorithms
beer-song,scala,control_flow
beer-song,scala,strings
beer-song,scala,text_formatting
house,scala,algorithms
house,scala,strings
house,scala,text_formatting
series,scala,sequences
series,scala,strings
series,scala,transforming
word-count,scala,maps
word-count,scala,strings
word-count,scala,transforming
anagram,scala,filtering
anagram,scala,sequences
anagram,scala,strings
nucleotide-count,scala,maps
nucleotide-count,scala,strings
meetup,scala,dates
prime-factors,scala,algorithms
prime-factors,scala,integers
prime-factors,scala,lists
prime-factors,scala,math
allergies,scala,enumerations
allergies,scala,filtering
allergies,scala,lists
all-your-base,scala,integers
all-your-base,scala,lists
all-your-base,scala,math
all-your-base,scala,optional_values
all-your-base,scala,transforming
kindergarten-garden,scala,enumerations
kindergarten-garden,scala,lists
kindergarten-garden,scala,transforming
largest-series-product,scala,integers
largest-series-product,scala,math
largest-series-product,scala,optional_values
largest-series-product,scala,strings
largest-series-product,scala,transforming
pascals-triangle,scala,control_flow_loops
pascals-triangle,scala,lists
pascals-triangle,scala,math
pythagorean-triplet,scala,integers
pythagorean-triplet,scala,math
pythagorean-triplet,scala,sequences
pythagorean-triplet,scala,tuples
saddle-points,scala,lists
saddle-points,scala,matrices
saddle-points,scala,sets
saddle-points,scala,tuples
acronym,scala,strings
acronym,scala,transforming
run-length-encoding,scala,algorithms
run-length-encoding,scala,strings
run-length-encoding,scala,transforming
roman-numerals,scala,algorithms
roman-numerals,scala,sequences
roman-numerals,scala,transforming
simple-linked-list,scala,classes
simple-linked-list,scala,generics
simple-linked-list,scala,lists
simple-linked-list,scala,transforming
atbash-cipher,scala,security
atbash-cipher,scala,strings
atbash-cipher,scala,transforming
simple-cipher,scala,algorithms
simple-cipher,scala,optional_values
simple-cipher,scala,strings
simple-cipher,scala,transforming
bank-account,scala,parallellism
crypto-square,scala,lists
crypto-square,scala,security
crypto-square,scala,strings
crypto-square,scala,transforming
bracket-push,scala,parsing
bracket-push,scala,strings
queen-attack,scala,games
queen-attack,scala,logic
queen-attack,scala,optional_values
queen-attack,scala,strings
luhn,scala,algorithms
luhn,scala,strings
luhn,scala,transforming
food-chain,scala,algorithms
food-chain,scala,text_formatting
linked-list,scala,generics
linked-list,scala,lists
linked-list,scala,optional_values
spiral-matrix,scala,matrices
custom-set,scala,generics
custom-set,scala,lists
custom-set,scala,sets
parallel-letter-frequency,scala,dictionaries
parallel-letter-frequency,scala,maps
parallel-letter-frequency,scala,parallellism
parallel-letter-frequency,scala,sequences
parallel-letter-frequency,scala,strings
parallel-letter-frequency,scala,transforming
nth-prime,scala,algorithms
nth-prime,scala,math
nth-prime,scala,optional_values
